"","Kabupaten","ILLITERATE","LOWEDU","NOELECTRIC","FHEAD","FEMALE","ELDERLY","FAMILYSIZE","CHILDREN","NOTRAINING","DPRONE","RENTED","NOSEWER","TAPWATER","kemiskinan","Geo.Laju.Pertumbuhan","UNEMPLOY","Population"
"70",1372,2.911158074,15.71872467,0.742728748,16.81438023,50.59893393,3.637535145,4.262139558,10.61240628,93.00961178,92.00474348,31.40681563,5.692173262,84.7522157,3.66,1.799691964,5.803914339,68602
"71",1373,3.19512018,23.2090664,1.078238001,16.8573307,50.38962312,5.747145214,4.02452334,10.01257903,97.34385273,95.89086128,8.954635108,10.44049967,52.41288626,2.01,0.924482067,4.856262188,61398
"72",1374,3.517138599,12.96185473,0.283730307,18.13633988,50.09474228,4.363886922,3.901067722,10.10010144,81.43806466,69.19286194,31.25513328,2.463973718,67.07981782,6.17,1.518456415,3.940133129,52422
"73",1375,2.787579083,12.47128383,0,23.61039703,51.54342007,4.254897924,3.606912311,10.00253409,95.28420451,96.75235647,51.72807769,1.308197658,40.18280491,5.35,1.527440405,6.159136841,126804
"74",1376,3.968044873,18.92162155,1.100342258,14.67869366,50.28518775,5.07245825,4.200396635,10.39621679,91.62588363,98.83888302,19.65262451,2.101525765,79.03911973,5.88,1.574809565,2.612168741,131819
"75",1377,4.222994557,19.61803714,1.15737104,19.59675308,50.65800144,6.123583791,4.520659859,9.33713306,75.69520817,47.27939251,17.11442786,3.592563498,8.316313171,5.2,1.026931681,6.045690705,86618
"76",1401,6.149017222,33.81554622,0.53620553,13.46225579,48.77783084,4.057458025,3.734473353,9.704625546,100,88.76183149,5.863290903,18.29509955,2.994591318,9.97,1.106490516,6.675916939,321216
"77",1402,6.845828773,33.63646054,3.43694936,12.76239179,48.68363001,2.643828668,4.058980694,9.892298074,99.10748487,97.51302383,5.477667969,12.19164177,11.43989887,6.94,1.951666827,4.758240035,425897
"78",1403,5.652131868,40.91940201,14.72371319,10.31210572,48.67263151,3.096128312,3.84917563,9.517413986,99.66961059,99.03930458,6.253875928,21.54053418,7.285139961,7.7,1.172991036,3.827649338,722234
"79",1404,6.981602447,29.6875878,5.348325194,6.972846128,48.65939279,1.549986964,3.926964511,10.32017221,99.43100996,96.3060949,15.9498419,5.007655997,2.077538484,10.25,5.068975717,3.291852246,438788
"80",1405,5.00908798,20.95840261,0.79325561,7.280094779,48.6470293,1.957968143,3.968990917,12.05560699,99.24537697,99.86950774,15.41611579,2.119640803,11.79323844,5.8,2.714234194,4.979046147,465414
"81",1406,4.615955099,27.49899841,0.272444974,10.08925258,48.67471394,2.590024219,4.040017186,11.35097964,99.12309826,87.22633439,11.29035408,7.2734996,3.169247896,8.02,2.404560407,5.323166304,832387
"82",1407,4.518579639,32.44604479,2.5218154,8.311299193,48.72103407,2.319951742,4.064911618,12.38662082,99.79769138,90.37113389,9.850381249,14.48043176,4.044892027,10.91,4.017362738,5.766520528,641208
"83",1408,5.142395965,27.26166761,2.296091663,10.84039068,48.67592217,2.832284671,4.205863261,11.05366302,99.49504099,98.75609498,16.61835968,5.131108193,7.204534819,6.85,1.42103101,7.63915995,559081
"84",1409,4.55358103,29.69248893,1.05659796,10.37147827,48.70792864,2.328408689,4.334946689,11.87230772,100,96.90017524,6.150221783,5.801660001,0.286295681,7.88,2.666984733,3.821406324,679663
"85",1410,7.094491075,34.93138176,15.69063387,13.29943236,48.76049318,4.384181532,4.327719962,9.037797307,99.52223273,90.77341533,6.861400189,4.976348155,0,28.99,0.617459207,4.025565752,183297
"86",1471,2.687542986,15.28589873,0,14.61840761,48.67981807,1.983961579,3.942240367,9.362631363,98.51129345,98.95117988,40.10310065,0.556583573,3.85536825,3.05,2.514569426,8.125104585,1091088
"87",1473,4.79626085,20.36629511,0.160388279,12.17277304,48.67589807,2.515844315,4.130528166,10.56512799,99.29847561,97.54257263,30.87823043,1.11434987,0.48674356,4.57,1.986222075,9.172651369,297638
"88",1501,5.773076853,30.54592784,2.89174292,17.76181813,50.04523395,6.027952044,3.21143664,6.99392935,99.37956502,85.05932825,0.925900785,21.43691113,47.65130739,7.45,0.402684564,2.954748088,236782
"89",1502,7.00299006,36.89586463,2.831664741,8.79155716,48.79811715,3.299765441,3.849703948,9.027204072,99.23814004,96.39624899,4.849315349,21.53558244,8.961313876,9.43,1.481375227,3.575957798,377905
"90",1503,7.430220193,32.96941446,1.005628727,9.088369624,49.09196083,3.270534363,4.032277889,9.122996616,99.74300599,89.51632052,5.516990935,20.26760898,7.25170049,8.87,2.154492973,2.027203407,290231
"91",1504,5.242740153,33.57087238,2.391199685,9.061465066,48.96397581,3.286127493,3.883839342,9.269373803,99.26177728,87.02420378,2.827422202,18.17982872,8.556672454,10.33,1.141751575,3.153507456,266971
"92",1505,4.38785183,30.0488918,0.415365719,7.464393875,48.33030259,2.963757709,3.923837117,8.243227421,98.4491763,85.15184758,4.87937517,7.964145406,9.605918258,4.37,2.666583075,4.727856186,421179
"93",1506,8.509046423,44.70973705,3.210172495,10.14643806,48.72411131,5.324021649,3.758385881,8.571864355,99.80023277,96.93400733,2.728994042,10.80306426,0.515920579,12.58,0.691011516,2.124863612,216777
"94",1507,5.153117358,35.81985082,4.377222478,8.514961658,48.21979665,3.194805599,3.883923172,9.708048518,99.32630204,99.3843586,9.29509664,15.19872276,10.05346041,11.32,1.77923829,3.282939748,322527
"95",1508,6.296784566,41.90709777,3.806984069,10.84852525,48.51062459,3.589844196,3.925595991,8.936252449,99.73447665,93.79640911,2.414998046,18.91307846,1.534518035,6.79,1.79300135,1.541693088,343003
"96",1509,5.102794114,32.06435679,1.97867776,11.0498862,48.89059769,3.558196435,3.89446689,9.851939881,98.93497697,85.93908242,6.957497087,21.1175119,7.483474719,5.82,2.184409512,4.359669832,359590
"97",1571,2.628848279,20.0017024,0.056842903,13.63387556,49.74753861,2.881878618,4.134787857,9.05890879,99.09261884,91.53110921,19.00447726,2.055467445,46.53117938,8.84,1.253133272,3.740349352,591134
"98",1572,3.40020652,20.1146789,0.042680324,17.66538626,50.39184511,5.710226312,3.785019206,8.27103278,96.32095604,84.5924029,12.09987196,7.895860009,76.39778062,2.78,0.716808371,4.080296256,88918
"99",1601,4.38913273,31.08351718,2.278391672,10.84937912,48.89608503,3.742861294,3.947021328,9.47897225,99.71878515,99.56218708,9.682613203,23.03425307,22.82141203,12.95,1.248985839,4.120883801,359092
"100",1602,5.526257272,44.65620512,2.922560154,9.198638119,48.88042492,4.13697251,3.686017869,9.674963673,99.84507461,98.92786144,1.670360807,6.879784293,2.212371181,15.75,1.39473455,3.203241883,809203
"101",1603,5.448402771,40.23707327,0.853055917,10.35760728,49.14657608,3.749484961,4.008179454,10.2602286,97.83680104,94.19960988,4.367360208,21.22301691,17.35240572,13.19,1.494342874,2.756427655,618762
"102",1604,2.662492587,31.19891703,0.193123656,11.56458702,48.98449459,4.908838006,3.809587686,9.461069171,99.91057328,98.93544152,5.616758947,26.94788515,8.143539395,16.81,1.034359703,3.952130986,401494
"103",1605,6.543467516,40.46562805,0.93993446,8.144463413,48.80899997,4.172124622,3.857430192,7.370338058,100,94.41435608,2.784482251,14.73774063,7.17901925,14.24,1.2536694,3.280511273,394384
"104",1606,3.650688307,42.73330724,4.22008071,9.42739297,48.73248684,3.558406956,3.994296844,10.4373032,99.6161827,95.40374015,1.470344863,12.01227197,22.51027968,16.75,1.462994076,2.4157298,629791
"105",1607,4.717794717,43.47172504,0.956214421,8.392033329,48.9765656,3.942443099,4.038899989,9.98001998,99.91492754,98.0676399,2.354319493,15.48367338,11.2144944,11.47,1.423816943,3.034389412,833625
"106",1608,4.310342137,41.3371689,5.953779449,8.201798415,47.33285766,3.717369613,3.756818813,8.929419156,100,99.77573207,3.95672697,34.13678208,13.05986886,10.98,0.271872858,3.047537396,352926
"107",1609,5.786910587,39.8358264,0.414295783,8.753502604,48.93452718,5.09305225,3.791837857,8.984396842,99.56335631,94.42219204,1.122552475,8.138075673,3.565350432,11,1.081477565,2.059645171,663481
"108",1610,4.519781456,43.77736341,4.989857261,13.83117665,49.91778871,4.565355588,3.87586028,9.323573132,99.59151159,94.20891264,4.753656481,26.55267277,9.826878722,13.58,1.317005336,3.722825625,419773
"109",1611,5.643764176,40.40162853,3.902878856,12.71977845,49.01156561,4.167231193,3.921668706,8.048298825,99.82932955,96.23397952,5.480775423,44.2728795,1.735686224,12.44,1.204801942,3.142077602,244312
"110",1612,4.929413242,43.71964479,0.384745191,12.01034987,49.67020548,3.357710237,4.141163235,9.134819129,100,89.06288671,1.18798515,22.80346496,13.99257509,14.53,1.401795994,3.85089893,184671
"111",1613,7.418723529,44.77382194,0.326871287,13.46339658,49.6161331,3.520562007,3.845239808,8.484099998,98.05727443,86.76890817,2.851386633,38.34261867,6.451082376,19.49,1.228137534,4.68536042,187635
"112",1671,2.082559201,24.66928214,0,13.09500771,49.85245176,3.783218443,4.230696409,8.673326839,99.55673527,94.0239023,19.34935537,2.018358221,82.51967886,11.4,1.465403545,7.550788389,1623099
"113",1672,4.808509338,27.50605047,1.112185687,9.622823985,49.60216879,3.414626083,3.989010023,9.862577417,98.85484438,99.65711271,13.73747143,6.171971162,12.88025321,11.42,1.398569689,6.663816141,182128
"114",1673,4.02497311,26.88676885,2.277034481,12.23092807,48.77352397,5.039487977,3.853817215,9.241507883,94.58886092,86.37739371,9.999151416,22.81277402,2.687183549,8.89,1.040313509,2.195767559,136605
"115",1674,3.58722695,23.44386508,0.128975265,9.819787986,49.87945281,3.667920239,3.979204947,9.162474525,100,99.28975265,16.64664311,12.13957597,21.38869258,13.12,1.445495071,3.993296966,226002
"116",1701,5.873365549,27.75957188,0.276502504,10.8096828,49.74035106,5.133630505,4.043640442,9.222859428,99.35308848,80.92132721,6.132616861,15.65369366,6.649102671,21.06,1.040210808,1.847702989,155427
"117",1702,4.707943379,35.73310235,4.695049815,13.66752662,49.36027639,4.057321711,3.684074745,9.012229612,97.30611896,98.11000727,11.12758164,11.60791916,15.42638863,16.97,0.503464163,3.211948752,258763
"118",1703,5.622492921,37.78204286,1.105533944,8.113941523,48.69055186,3.964834751,3.731195884,8.78021383,99.1579872,87.59693814,1.956330782,18.92709248,18.23566319,13.11,1.943357816,3.786752256,298757
"119",1704,5.356160424,33.29638273,3.50325846,7.334017004,48.24177961,4.33065873,3.912567402,9.32757265,98.66353502,95.83512521,1.941843925,23.5171524,3.896920176,21.54,1.146174552,2.373638206,118586
"120",1705,6.233283074,35.48229079,3.349673203,8.088235294,48.6140815,4.084617862,3.867830882,8.589579076,99.32802288,89.12990196,0.590277778,18.33946078,0,20.73,1.104369023,2.651097334,189874
"121",1706,6.221749696,36.69605556,1.299779365,8.565436791,47.97397669,2.891298455,4.029316032,10.76172404,97.50966643,66.91133102,5.168534417,9.74943749,0,12.2,2.364675452,2.695738122,185499
"122",1707,5.99076995,40.1103135,2.760028984,11.24102497,49.04112754,4.149189535,3.706211712,8.726716906,96.73934523,91.05131414,3.744812595,39.43086753,23.89500033,11.83,1.724155128,2.671493455,113042
"123",1708,5.562239628,36.25326664,1.156069364,9.704469592,48.87701806,3.581060499,3.652663573,9.224574099,99.81546311,92.69993758,5.750495264,13.95424571,22.59491438,15.95,0.940640651,2.856759836,134938
"124",1709,6.732762959,35.03396888,2.594099695,9.87453374,48.79788616,3.777685593,3.760189895,10.40509343,94.92370295,79.95252628,1.139369278,15.93082401,7.714479485,8.41,1.604856374,3.585206984,111318
"125",1771,2.978686546,12.19751634,0,15.6286829,49.77959001,2.06335455,3.717529565,8.498561118,96.14946966,63.18324054,29.18376885,1.489413582,25.67460479,19.18,2.354199421,6.543935465,368065
"126",1801,5.972819899,40.5798923,3.563136054,7.880891216,47.01154322,2.956755687,3.681664361,9.260408525,99.85302836,72.18654283,3.806442051,16.90544413,21.2367849,14.32,0.038042329,1.394235417,298286
"127",1802,6.572468382,43.11319363,2.868669053,10.48554807,47.88261312,4.135134027,3.850610719,9.270425289,99.67818785,97.68018848,1.589317679,24.13985996,4.211198273,13.25,1.070883457,5.074342651,586624
"128",1803,5.631909524,33.8028169,0.119881333,11.53212896,48.72793514,4.61073654,3.756986123,9.857429778,100,98.05761891,1.495102316,9.286250825,2.193145519,15.16,1.030253214,4.74347927,992763
"129",1804,7.046019513,37.53673233,0.303109668,11.77134077,48.86450202,5.807655431,3.580161682,9.204444258,100,97.82201037,1.338501563,1.869292686,1.187994343,16.35,0.862941276,3.984460428,1027476
"130",1805,6.579577595,39.86143805,0.382415194,10.48681426,49.02956954,5.198970237,3.598629941,9.063841997,99.02408329,98.50838053,3.321320291,3.712316229,0,12.9,0.901362239,3.148466775,1261498
"131",1806,5.36495138,31.39086387,0.197045604,9.760196788,49.2564238,4.465545919,3.937286695,9.89930279,99.51897691,99.20473425,3.425760171,4.691102039,0.124280397,21.55,0.471441758,5.164160807,612100
"132",1807,8.275035328,41.00275957,1.002436134,10.04575981,48.49344156,4.286239298,3.627913484,8.975150066,99.87572426,100,0.845239663,7.586581512,0,14.06,1.026131163,2.968323797,441922
"133",1808,6.792771612,37.76828095,3.89608167,6.698556405,48.19444444,3.384790528,3.758311156,10.51775956,99.78863778,98.08918288,4.009036377,5.668272563,0.134347644,10.09,1.204388699,3.594176736,440511
"134",1809,7.053384309,35.85405917,1.378560404,8.749298443,48.42747761,5.373494198,3.811666901,9.432143416,99.59309667,87.46579907,3.357829381,19.64974744,6.540269398,16.48,1.071971154,5.30805239,435827
"135",1810,4.83166037,34.59588655,0.773404793,11.18242244,48.77312866,5.70352072,3.7485147,8.961439733,98.95957506,98.31205119,3.318679013,12.86751032,0.554066812,11.3,0.831010615,4.607455986,393901
"136",1811,7.075154203,43.60265197,0.001788781,8.834788208,47.72560658,4.436546016,3.538011591,8.359918903,98.88022324,97.21844591,0.261161992,1.436390956,0,7.66,0.590204398,0.645532211,198092
"137",1812,7.833455255,40.40203168,0.134832061,8.300849041,48.66956528,5.307593231,3.586185721,8.403254986,99.83179367,99.82511881,1.23484808,1.609974903,0,8.11,0.707720826,1.838294085,269162
"138",1813,7.705474442,37.4879692,6.001182246,10.0670796,47.5481243,4.037842455,3.911948392,10.18461336,98.97453031,94.64134262,8.540440515,33.06432959,2.945333984,15.61,0.068720517,2.645979766,152529
"139",1871,3.243603397,19.63173232,0,14.74387455,49.64368667,3.080896523,4.16040957,9.473079483,95.58259696,89.53324777,19.49408435,4.103931151,14.83396686,9.94,2.072050365,7.696488165,1015910
"140",1872,4.274060022,16.82815177,0.248014744,12.63737514,50.01539466,4.341293398,3.695055633,8.137615922,97.90211381,99.63139093,14.25743475,0.864638558,1.426653621,9.89,1.366569783,4.456115013,162976
"141",1901,3.542818459,34.75602574,1.400923514,10.92116591,47.9316661,4.127989685,3.60741718,9.351280486,99.7965139,98.91325008,6.711687034,6.587582876,7.487617536,5.1,2.976899262,4.510749947,324305
"142",1902,3.810003357,37.43587171,0.879252039,11.98329023,48.1871938,4.310064532,3.609687686,8.065182769,99.82693455,97.26874876,4.939327631,14.27093694,1.653073404,7.77,2.261669335,2.346081253,182418
"143",1903,5.629052206,39.47483614,0.268872802,11.51076431,47.86414153,3.472549482,3.830252891,8.311243324,97.74936542,94.11112156,2.914355551,12.39071167,7.765347372,2.98,2.050298695,2.277101335,204778
"144",1904,6.822278877,42.55705589,0.853360853,10.92500347,47.60013858,3.418703195,3.723332473,8.637902087,99.58721149,98.92238385,4.425569073,12.65157078,1.248288317,6.07,2.15376591,2.152307333,188603
"145",1905,7.940133172,50.42342472,0.569783835,5.008615288,48.23454385,2.994325231,3.930000783,9.68746419,100,99.18154762,3.784852757,20.85291353,3.046679198,3.92,2.347943397,2.16412614,201782
"146",1906,3.972591923,37.39569749,1.732278903,9.591263289,47.95135218,4.818781222,3.589438313,8.013816368,99.62052084,98.8905304,4.794183251,16.58410822,7.986443035,6.81,2.159005901,2.264397093,124587
"147",1971,3.718451624,24.26392839,0,15.32725302,48.77771713,3.77184053,3.800489665,8.734245066,97.79463985,75.26445632,18.57361791,0.338279819,2.197884349,4.8,0.862977602,5.357825483,204392
"148",2101,5.409977064,35.23947172,2.159505805,11.3616307,49.03556939,4.004179491,3.957986538,8.505875769,99.04656434,93.76200446,12.55731861,4.095793463,20.96866294,7.41,0.826684602,6.263297485,229194
"149",2102,6.598959482,30.13516115,0.540437588,14.47753732,48.5385632,3.595853061,3.711020641,9.858603744,96.52405781,97.79301478,16.47025212,3.614027569,11.50155941,6.01,1.158513141,7.91524705,156313
"150",2103,4.427489825,32.99571603,4.295954202,12.01231539,48.57959033,3.29761466,3.654399384,9.761202675,99.81719344,99.54779429,9.462644922,9.400105835,36.51801607,4.64,1.358753316,3.700565744,76192
"151",2104,8.525471778,46.40806534,5.136077,13.30484567,49.03931256,5.469476467,3.703078327,7.920769894,99.90043146,97.74311318,4.036674411,15.5575838,38.51642881,13.84,0.423333394,4.000096156,89330
"152",2105,8.124616575,37.61203873,2.615694165,12.02670569,48.35827401,3.661194247,3.777025791,9.218364085,100,100,6.447777575,1.353576001,2.423632705,6.87,1.5374154,4.276762402,41412
"153",2171,3.84128697,13.00709854,0.302473475,13.72338482,48.95084048,1.130844275,3.518297846,10.05450108,98.92598394,97.65631486,35.06118654,1.102519967,87.96609419,4.81,3.779258854,6.534273861,1283196
"154",2172,4.260076618,20.17008371,0.354373909,11.5702182,49.43947057,3.608317346,3.713047076,8.566846889,99.51071217,98.00507276,21.85065928,1.629760213,32.09152561,9.29,1.171192439,6.349964688,207057
"155",3101,3.243142203,33.19547021,0,12.07948405,50.04194279,3.032463719,4.155830573,10.24662361,95.92121318,100,5.943873104,11.01621056,2.405438382,12.98,1.174884438,4.13550374,23897
"156",3171,1.853037476,14.06211188,0,18.04278365,49.89018101,3.784929414,3.609170756,8.752393289,97.05803521,92.1727915,38.51503146,2.20026023,4.644993819,3.14,1.043130826,5.216122269,2226830
"157",3172,2.309776117,11.55004638,0,16.2321413,49.55776553,3.212049811,3.697009164,9.376278441,99.29756215,98.14484691,36.35989919,2.425811806,20.82468893,3.31,0.910146885,7.018455634,2892783
"158",3173,2.168685219,17.03700439,0,21.7200944,50.06323187,4.874285925,3.420943673,7.925712336,98.80136032,93.45784319,35.07535634,10.87732991,45.3412871,3.78,0.580282364,6.176483965,921344
"159",3174,2.349618161,19.48687485,0,14.76146077,49.4365204,3.435521179,3.777483803,8.960712581,98.02593906,85.76544516,33.94203585,3.134902908,48.25034253,3.45,1.326824694,4.880871347,2528065
"160",3175,2.984973883,17.10876567,0,14.78123704,50.4010052,3.15357264,3.631219977,9.132778778,98.67105562,88.94712215,37.49466195,4.87095713,88.33475341,5.59,0.860959067,6.973764646,1781316
"161",3201,6.010260739,38.90281887,0,11.78307609,48.87990595,3.377553353,3.878330403,10.01956581,99.02196701,98.66558656,12.47754708,8.70149759,4.9805226,8.57,2.294883975,9.018033924,5715009
"162",3202,4.24369459,48.22920321,0.702170688,14.28360337,49.30851062,5.698683516,3.551130832,9.227337461,98.8993,94.52721183,4.69948775,16.738231,7.570173609,8.04,0.335531644,7.514614894,2453498
"163",3203,3.681423116,49.58683562,0.178162029,14.81678181,48.56063844,5.420497012,3.481780076,9.368021795,99.60430738,93.72959203,4.413601451,17.17148481,7.971438496,11.41,0.289837929,9.40903615,2256589
"164",3204,3.484337106,34.78638351,0,12.08851774,49.30323313,4.281772923,3.669924502,9.820134019,98.73579189,87.73102504,9.975828204,10.6921154,8.27775701,7.36,1.640909671,3.695879875,3657601
"165",3205,3.481830079,43.79815777,0.11008576,15.38632455,49.61991849,5.458677093,3.728272851,9.988928237,98.7544294,91.43841546,2.879831942,19.23052506,6.476880548,11.27,0.764291059,7.228803488,2588839
"166",3206,3.462585332,51.68144035,0.402157689,15.27432267,50.4469936,7.119654546,3.433797372,8.472547549,99.43343946,97.5671918,1.121715139,27.99332163,3.04558246,10.84,0.371701278,6.169365782,1747318
"167",3207,2.801281276,47.05231928,0.219364538,18.84261129,50.55037687,8.69928404,3.157707052,7.483820792,99.26807149,96.50407831,2.780044247,17.81721584,4.289914314,8.2,0.59329756,4.906385771,1181981
"168",3208,4.553402697,47.18784133,0,15.30687395,49.71775407,8.107738161,3.570620845,8.369030107,99.58422881,92.85054331,2.873240002,6.195392372,10.02303145,13.27,0.620124742,6.102594467,1068201
"169",3209,8.531481018,40.96622067,0,13.05944854,48.74111492,4.973418408,3.727533861,8.54303926,99.8073491,93.71982264,4.390503729,11.87085818,11.22165576,12.97,0.786115395,8.772233037,2159577
"170",3210,3.979831215,48.12215854,0,15.92731233,50.00582893,7.887755812,3.262596661,8.083171675,99.64345718,97.21223465,3.33092537,11.23397199,4.529981886,12.6,0.486130627,4.269345056,1193725
"171",3211,1.826680048,39.71500016,0,15.26977937,50.17683948,7.97501984,3.25574038,7.874704576,98.61798832,94.30623696,7.083449401,5.691204812,12.59557824,10.53,0.404837163,6.456159876,1146435
"172",3212,13.28393669,43.22409601,0.25599449,14.94474265,48.48927402,5.718729395,3.231096992,8.01652728,99.6323745,99.67797293,2.76674607,9.163959457,27.56793882,13.67,0.489568768,7.934725255,1709994
"173",3213,6.366006543,41.01793832,0,15.76873865,49.47705947,7.316483134,3.42609187,7.87718678,99.69419296,98.70730024,2.989478127,15.64034806,11.83897534,10.77,1.046092864,7.735418493,1562509
"174",3214,4.274618243,36.16732298,0,14.21388097,49.11809979,4.922100232,3.616309019,9.465438356,99.51139063,98.7575252,7.346055373,8.19141493,13.18514874,9.06,1.133741015,8.427834115,943337
"175",3215,6.603069723,39.85621766,0,12.50717441,48.72433207,4.668630065,3.60482588,8.956218992,98.99339955,96.30408879,8.260861428,19.55665286,7.518934195,10.25,0.902367102,8.949975984,2316489
"176",3216,5.808850299,26.70758794,0,11.64896772,49.06051829,2.709937456,3.652676753,8.982502364,98.22364408,96.30086495,17.21062717,6.815000058,23.87562243,4.73,3.72588613,10.04444139,3500023
"177",3217,3.608531685,38.31686871,0,12.84183241,49.24518652,5.310288809,3.578179563,9.44211793,98.8232052,97.68236444,3.41692466,5.717767319,12.40241818,11.49,1.072831954,7.693075409,1666510
"178",3218,2.868207706,46.57125311,0.356496419,15.28448886,50.16714864,8.293309746,3.105052333,7.526630998,97.31014402,79.6600299,2.152356969,13.12190131,1.28826631,10,0.56696562,3.293497961,395098
"179",3271,2.752430937,24.96396721,0,17.25705704,49.25401962,3.982523992,3.67582005,8.829191061,95.61968802,97.90012629,14.44277571,3.877871454,52.84329454,7.11,1.536579134,8.605818169,1081009
"180",3272,3.191189122,25.93290162,0.342379593,17.83874249,49.36452283,5.305700572,3.534746606,8.990446954,93.99687155,97.0006235,22.20982509,5.212264409,12.40442359,8.48,0.928950365,6.851065899,323788
"181",3273,1.740752986,23.29727646,0,18.34167245,49.52852846,4.447981488,3.415166105,8.150045611,96.62330875,96.37977105,33.437863,3.447426641,34.34469888,4.17,0.130403207,8.171724033,2497938
"182",3274,4.777017746,22.49433479,0,22.84361063,49.84517252,4.680652323,3.602406168,8.4793638,98.07091741,98.42354541,15.77146018,2.254053493,70.55095244,9.66,0.858269041,7.858930749,313325
"183",3275,2.019164031,18.55440057,0,12.6557378,49.60459048,2.386253334,3.93339406,8.829580785,97.11255205,94.27937007,28.2655101,0.734113361,14.09849274,4.79,2.604109439,8.582980716,2859630
"184",3276,2.423194213,18.55154334,0,11.35000554,49.60766965,3.006598629,3.812409512,9.352053304,98.50359393,99.25068852,25.63484281,0.186219422,8.94603559,2.34,3.52056962,6.647811167,2254513
"185",3277,2.539039262,15.99669525,0,13.92067675,49.62224106,3.858347071,3.605910737,8.845799601,98.2780405,98.74132101,21.27540522,4.967329699,7.795145783,5.76,1.19522859,7.430794614,601099
"186",3278,2.280165776,31.39300804,0,16.40410173,49.69241709,5.125877511,3.701633634,8.333787219,99.46572281,98.27620002,13.41405362,8.463309046,10.45704781,14.8,0.339711245,6.298474551,661404
"187",3279,3.532230408,33.18621531,0,17.56630207,50.57414509,7.124556293,3.413826041,8.173543789,98.30124363,99.27517231,8.49752772,7.188342823,18.11320048,7.06,0.304966179,5.604133104,182388
"188",3301,7.536299539,43.58679155,0.430412545,16.31453886,49.9018762,7.726072269,3.49891834,8.277554363,95.39460623,91.99653705,1.077157026,8.36797305,18.35771928,13.94,0.481727741,6.368641787,1711627
"189",3302,5.133306674,39.50968333,0,16.8588624,50.01932129,8.186567793,3.696432346,8.182956338,99.14207207,95.95821606,3.247043642,13.61582361,14.73807166,17.05,0.82434751,3.764653344,1665025
"190",3303,8.376538802,42.90154228,0.203424824,14.18768868,50.59616138,8.014049719,3.965187897,8.538890505,99.42138867,98.23380409,1.999548909,14.44489746,23.30450397,18.8,1.016218171,5.438744561,916427
"191",3304,9.804559248,49.44031333,0.159894658,11.75738765,49.89759505,7.625247236,3.897227068,8.250646956,99.65156645,91.83211916,1.085060538,19.8295027,4.374016691,17.21,0.574071612,4.38367049,912917
"192",3305,7.066259868,37.39931887,0.225233541,15.26388017,50.21135197,9.44749614,3.66509434,7.956740638,98.86275523,98.59598272,1.405863457,9.192113134,9.061957686,19.6,0.27417792,5.217216074,1192007
"193",3306,7.661447654,33.54993171,0.092437013,19.69682481,50.69705563,10.81651087,3.251574389,7.041837342,99.74591205,90.1233556,2.791779936,10.92578173,8.552017449,13.81,0.297100471,3.007926139,714574
"194",3307,8.24723314,50.67289015,0.111004819,13.10894717,49.30780454,7.379843932,3.534903345,8.350385574,97.96852156,91.86145155,1.768406043,18.10687147,39.55426601,20.32,0.427718089,3.69462055,784207
"195",3308,7.055228378,41.20463842,0.167344759,15.11387399,49.82154893,8.266428995,3.59581837,7.693742084,97.56455132,86.86102146,1.693619875,16.86261251,16.26198973,12.42,0.9147959,2.507472487,1268396
"196",3309,10.32936049,31.81577038,0.164932442,17.20533911,50.76638706,9.833468274,3.467029542,7.732197093,98.8119877,97.48825346,2.186512587,7.490355193,18.14933689,11.96,0.577114631,3.025407248,974579
"197",3310,8.202184524,29.33759954,0,18.34058782,50.92191917,10.15787303,3.491486202,7.30213141,98.1095418,92.67975069,2.64813828,9.026900487,12.72130186,14.15,0.353920545,3.937938096,1167401
"198",3311,7.412373038,23.9893486,0,17.27834385,50.44742308,7.558227737,3.632716062,7.35005766,98.33050872,96.55120975,7.173135652,5.4186988,8.917213288,8.75,0.740923656,2.725432343,878374
"199",3312,10.7291946,42.39901849,0,16.94687466,51.40689918,12.64437932,3.571702923,6.196938634,95.42383097,97.60522306,1.054196007,2.194120312,16.63166406,12.9,0.24702122,2.259266131,954706
"200",3313,9.703020387,30.01569776,0,15.30651034,50.54630043,8.354912449,3.673173905,7.72191227,99.11092152,97.8763484,1.509955145,3.034693067,26.8092008,12.28,0.878731511,3.290668782,871596
"201",3314,14.31558109,31.59697585,0,18.90689314,51.01809366,9.682857718,3.38945908,7.354833457,99.34425853,93.22183301,0.946245296,5.944597319,26.25840277,14.02,0.342599874,3.069821311,885122
"202",3315,8.692170804,44.43455699,0.242131953,14.99454893,50.53871083,7.688629465,3.38620419,7.76710208,99.71639519,95.60288373,1.415043969,7.453194031,12.37108026,13.27,0.489196443,2.757915027,1365207
"203",3316,13.21148261,40.93093415,0.117937509,13.88124479,50.75333309,8.811905075,3.372961647,7.128895892,99.6638781,96.81175601,0.940355071,10.40405391,14.9933955,13.04,0.375749372,3.489461406,858865
"204",3317,9.038854104,44.77535435,0,18.07641343,50.1558749,6.933844367,3.465917624,7.136155171,98.18076413,95.37709806,0.579726148,15.60457155,10.0601811,18.35,0.772969952,2.848142123,628922
"205",3318,8.474678917,36.8975405,0,18.46085533,51.56376634,8.340810056,3.47678744,7.158376674,99.65873738,89.53870901,0.781106004,8.480180517,19.37796371,11.38,0.619044775,3.823617429,1246691
